instance,goal,result,duration
exp_cycles_indvary1_step7_batch_yyy05.pl,v2,n,4.40
exp_cycles_indvary1_step7_batch_yyy05.pl,u2,n,5.37
exp_cycles_indvary1_step7_batch_yyy05.pl,q1,n,3.68
exp_cycles_indvary1_step7_batch_yyy05.pl,u4,y,4.32
exp_cycles_indvary1_step7_batch_yyy05.pl,z5,n,3.75
exp_cycles_indvary1_step7_batch_yyy05.pl,b3,y,3.70
exp_cycles_indvary1_step7_batch_yyy05.pl,e2,y,4.55
exp_cycles_indvary1_step7_batch_yyy05.pl,c3,y,4.19
exp_acyclic_depvary_step8_batch_yyy08.pl,r1,n,5.83
exp_acyclic_depvary_step8_batch_yyy08.pl,z1,y,5.88
exp_acyclic_depvary_step8_batch_yyy08.pl,q4,n,6.29
exp_acyclic_depvary_step8_batch_yyy08.pl,c3,n,6.77
exp_acyclic_depvary_step8_batch_yyy08.pl,u3,y,7.25
exp_acyclic_depvary_step8_batch_yyy08.pl,p4,n,8.00
exp_acyclic_depvary_step8_batch_yyy08.pl,c4,n,5.99
exp_acyclic_depvary_step8_batch_yyy08.pl,p3,n,6.04
exp_acyclic_depvary_step8_batch_yyy08.pl,d2,y,4.23
exp_acyclic_depvary_step8_batch_yyy08.pl,f2,n,6.18
exp_acyclic_indvary3_step7_batch_yyy05.pl,x3,n,5.76
exp_acyclic_indvary3_step7_batch_yyy05.pl,p2,n,4.46
exp_acyclic_indvary3_step7_batch_yyy05.pl,z2,n,4.15
exp_acyclic_indvary3_step7_batch_yyy05.pl,e2,y,4.88
exp_acyclic_indvary3_step7_batch_yyy05.pl,b1,n,4.89
exp_acyclic_indvary3_step7_batch_yyy05.pl,q2,n,4.12
exp_acyclic_indvary3_step7_batch_yyy05.pl,p1,n,4.46
exp_acyclic_indvary3_step7_batch_yyy05.pl,u1,n,5.85
exp_acyclic_indvary3_step7_batch_yyy05.pl,y1,n,6.22
exp_acyclic_indvary3_step7_batch_yyy05.pl,s2,n,4.79
exp_cycles_depvary_step2_batch_yyy07.pl,s1,y,4.55
exp_cycles_depvary_step2_batch_yyy07.pl,b1,y,3.19
exp_cycles_depvary_step2_batch_yyy07.pl,e1,y,4.89
exp_cycles_depvary_step2_batch_yyy07.pl,v1,y,4.91
exp_cycles_depvary_step2_batch_yyy07.pl,d1,y,5.16
exp_cycles_depvary_step2_batch_yyy07.pl,x1,y,4.32
exp_cycles_depvary_step2_batch_yyy07.pl,p1,n,3.76
exp_cycles_depvary_step2_batch_yyy07.pl,y1,y,4.61
exp_cycles_depvary_step2_batch_yyy07.pl,q1,n,3.78
exp_cycles_depvary_step2_batch_yyy07.pl,t1,y,4.54
exp_acyclic_indvary3_step4_batch_yyy08.pl,e1,y,4.07
exp_acyclic_indvary3_step4_batch_yyy08.pl,d2,y,4.72
exp_acyclic_indvary3_step4_batch_yyy08.pl,w2,n,4.28
exp_acyclic_indvary3_step4_batch_yyy08.pl,u1,n,4.53
exp_acyclic_indvary3_step4_batch_yyy08.pl,w1,n,4.29
exp_acyclic_indvary3_step4_batch_yyy08.pl,e2,y,4.43
exp_acyclic_indvary3_step4_batch_yyy08.pl,x1,n,4.49
exp_acyclic_indvary3_step4_batch_yyy08.pl,p1,n,4.56
exp_acyclic_indvary3_step4_batch_yyy08.pl,b3,y,5.00
exp_acyclic_indvary3_step4_batch_yyy08.pl,a1,y,5.46
exp_cycles_indvary3_step5_batch_yyy06.pl,p2,n,4.23
exp_cycles_indvary3_step5_batch_yyy06.pl,p1,n,5.08
exp_cycles_indvary3_step5_batch_yyy06.pl,w1,n,4.18
exp_cycles_indvary3_step5_batch_yyy06.pl,b1,y,4.64
exp_cycles_indvary3_step5_batch_yyy06.pl,z2,n,5.72
exp_cycles_indvary3_step5_batch_yyy06.pl,y2,n,5.06
exp_cycles_indvary3_step5_batch_yyy06.pl,z3,n,4.14
exp_cycles_indvary3_step5_batch_yyy06.pl,e1,y,4.75
exp_cycles_indvary3_step5_batch_yyy06.pl,v2,n,4.32
exp_cycles_indvary3_step5_batch_yyy06.pl,b2,y,4.19
exp_acyclic_indvary3_step4_batch_yyy09.pl,r1,n,3.84
exp_acyclic_indvary3_step4_batch_yyy09.pl,a1,y,4.43
exp_acyclic_indvary3_step4_batch_yyy09.pl,q3,n,5.13
exp_acyclic_indvary3_step4_batch_yyy09.pl,b1,n,5.43
exp_acyclic_indvary3_step4_batch_yyy09.pl,p2,n,5.05
exp_acyclic_indvary3_step4_batch_yyy09.pl,s1,n,4.64
exp_acyclic_indvary3_step4_batch_yyy09.pl,c1,y,4.89
exp_acyclic_indvary3_step4_batch_yyy09.pl,q2,n,4.55
exp_acyclic_indvary3_step4_batch_yyy09.pl,x3,n,4.61
exp_acyclic_indvary3_step4_batch_yyy09.pl,u3,n,4.90
exp_cycles_depvary_step2_batch_yyy10.pl,x1,y,4.76
exp_cycles_depvary_step2_batch_yyy10.pl,a1,n,4.67
exp_cycles_depvary_step2_batch_yyy10.pl,v1,y,4.34
exp_cycles_depvary_step2_batch_yyy10.pl,y1,n,5.20
exp_cycles_depvary_step2_batch_yyy10.pl,z1,y,4.73
exp_cycles_depvary_step2_batch_yyy10.pl,b1,y,4.14
exp_cycles_depvary_step2_batch_yyy10.pl,s2,y,4.77
exp_cycles_depvary_step2_batch_yyy10.pl,q1,n,4.62
exp_cycles_depvary_step2_batch_yyy10.pl,t1,y,4.99
exp_cycles_depvary_step2_batch_yyy10.pl,b2,y,3.60
exp_cycles_indvary1_step1_batch_yyy01.pl,c2,y,3.47
exp_cycles_indvary1_step1_batch_yyy01.pl,f1,y,4.34
exp_cycles_indvary1_step1_batch_yyy01.pl,p1,n,4.79
exp_cycles_indvary1_step1_batch_yyy01.pl,f2,y,4.51
exp_cycles_indvary1_step1_batch_yyy01.pl,b2,y,4.27
exp_cycles_indvary1_step1_batch_yyy01.pl,a2,y,4.34
exp_cycles_indvary1_step1_batch_yyy01.pl,e2,y,4.14
exp_cycles_indvary1_step1_batch_yyy01.pl,d2,y,3.85
exp_cycles_indvary1_step1_batch_yyy01.pl,a3,y,4.47
exp_cycles_indvary1_step1_batch_yyy01.pl,b1,y,4.17
exp_acyclic_indvary1_step8_batch_yyy08.pl,x5,n,4.71
exp_acyclic_indvary1_step8_batch_yyy08.pl,u1,n,4.06
exp_acyclic_indvary1_step8_batch_yyy08.pl,s5,n,4.38
exp_acyclic_indvary1_step8_batch_yyy08.pl,t1,n,3.90
exp_acyclic_indvary1_step8_batch_yyy08.pl,t3,n,5.77
exp_acyclic_indvary1_step8_batch_yyy08.pl,b2,y,3.94
exp_acyclic_indvary1_step8_batch_yyy08.pl,c3,y,3.96
exp_acyclic_indvary1_step8_batch_yyy08.pl,u3,n,4.80
exp_acyclic_indvary1_step8_batch_yyy08.pl,z4,n,4.69
exp_acyclic_indvary1_step8_batch_yyy08.pl,b3,n,5.24
exp_acyclic_indvary1_step4_batch_yyy07.pl,w1,y,5.65
exp_acyclic_indvary1_step4_batch_yyy07.pl,b3,y,4.91
exp_acyclic_indvary1_step4_batch_yyy07.pl,e1,n,5.02
exp_acyclic_indvary1_step4_batch_yyy07.pl,b1,n,5.67
exp_acyclic_indvary1_step4_batch_yyy07.pl,y2,y,4.96
exp_acyclic_indvary1_step4_batch_yyy07.pl,z2,n,5.59
exp_acyclic_indvary1_step4_batch_yyy07.pl,x3,y,5.28
exp_acyclic_indvary1_step4_batch_yyy07.pl,f2,n,4.90
exp_acyclic_indvary1_step4_batch_yyy07.pl,a1,n,4.54
exp_acyclic_indvary1_step4_batch_yyy07.pl,d2,y,4.23
exp_cycles_indvary3_step5_batch_yyy05.pl,b2,n,6.42
exp_cycles_indvary3_step5_batch_yyy05.pl,u1,n,7.39
exp_cycles_indvary3_step5_batch_yyy05.pl,y3,n,4.60
exp_cycles_indvary3_step5_batch_yyy05.pl,d1,y,4.05
exp_cycles_indvary3_step5_batch_yyy05.pl,c3,n,5.22
exp_cycles_indvary3_step5_batch_yyy05.pl,c1,y,4.28
exp_cycles_indvary3_step5_batch_yyy05.pl,w1,n,4.65
exp_cycles_indvary3_step5_batch_yyy05.pl,s1,n,8.31
exp_cycles_indvary3_step5_batch_yyy05.pl,s3,n,6.29
exp_cycles_indvary3_step5_batch_yyy05.pl,t3,n,8.41
exp_acyclic_depvary_step3_batch_yyy08.pl,a2,y,4.47
exp_acyclic_depvary_step3_batch_yyy08.pl,e2,y,3.86
exp_acyclic_depvary_step3_batch_yyy08.pl,s1,n,4.38
exp_acyclic_depvary_step3_batch_yyy08.pl,e1,y,6.06
exp_acyclic_depvary_step3_batch_yyy08.pl,s2,y,5.21
exp_acyclic_depvary_step3_batch_yyy08.pl,w1,n,4.19
exp_acyclic_depvary_step3_batch_yyy08.pl,t1,y,5.82
exp_acyclic_depvary_step3_batch_yyy08.pl,q2,y,4.68
exp_acyclic_depvary_step3_batch_yyy08.pl,v1,y,4.46
exp_acyclic_depvary_step3_batch_yyy08.pl,d2,n,3.49
exp_acyclic_indvary3_step6_batch_yyy05.pl,f2,y,5.31
exp_acyclic_indvary3_step6_batch_yyy05.pl,y1,n,5.12
exp_acyclic_indvary3_step6_batch_yyy05.pl,q1,n,4.30
exp_acyclic_indvary3_step6_batch_yyy05.pl,a3,y,4.33
exp_acyclic_indvary3_step6_batch_yyy05.pl,u1,n,4.69
exp_acyclic_indvary3_step6_batch_yyy05.pl,p1,n,5.15
exp_acyclic_indvary3_step6_batch_yyy05.pl,s1,n,4.89
exp_acyclic_indvary3_step6_batch_yyy05.pl,t1,n,4.49
exp_acyclic_indvary3_step6_batch_yyy05.pl,u2,n,4.44
exp_acyclic_indvary3_step6_batch_yyy05.pl,e2,y,5.06
exp_cycles_indvary1_step5_batch_yyy04.pl,d2,n,4.41
exp_cycles_indvary1_step5_batch_yyy04.pl,t4,n,5.45
exp_cycles_indvary1_step5_batch_yyy04.pl,v3,y,5.23
exp_cycles_indvary1_step5_batch_yyy04.pl,p1,n,4.41
exp_cycles_indvary1_step5_batch_yyy04.pl,s3,n,5.49
exp_cycles_indvary1_step5_batch_yyy04.pl,y2,n,3.94
exp_cycles_indvary1_step5_batch_yyy04.pl,b1,y,4.95
exp_cycles_indvary1_step5_batch_yyy04.pl,w4,n,4.54
exp_cycles_indvary1_step5_batch_yyy04.pl,t3,n,5.57
exp_cycles_indvary1_step5_batch_yyy04.pl,b2,n,5.65
exp_cycles_indvary3_step5_batch_yyy02.pl,p2,n,4.88
exp_cycles_indvary3_step5_batch_yyy02.pl,p1,n,4.68
exp_cycles_indvary3_step5_batch_yyy02.pl,z2,n,4.69
exp_cycles_indvary3_step5_batch_yyy02.pl,v2,n,5.43
exp_cycles_indvary3_step5_batch_yyy02.pl,q2,n,4.02
exp_cycles_indvary3_step5_batch_yyy02.pl,q1,n,4.15
exp_cycles_indvary3_step5_batch_yyy02.pl,r2,n,5.74
exp_cycles_indvary3_step5_batch_yyy02.pl,y3,n,4.66
exp_cycles_indvary3_step5_batch_yyy02.pl,c3,n,4.57
exp_cycles_indvary3_step5_batch_yyy02.pl,w1,n,3.97
exp_acyclic_indvary3_step1_batch_yyy10.pl,z1,y,4.41
exp_acyclic_indvary3_step1_batch_yyy10.pl,p2,n,4.94
exp_acyclic_indvary3_step1_batch_yyy10.pl,b3,y,3.98
exp_acyclic_indvary3_step1_batch_yyy10.pl,r2,n,4.10
exp_acyclic_indvary3_step1_batch_yyy10.pl,q4,y,4.16
exp_acyclic_indvary3_step1_batch_yyy10.pl,x1,y,4.31
exp_acyclic_indvary3_step1_batch_yyy10.pl,v3,n,3.65
exp_acyclic_indvary3_step1_batch_yyy10.pl,d1,y,4.69
exp_acyclic_indvary3_step1_batch_yyy10.pl,s2,y,4.03
exp_acyclic_indvary3_step1_batch_yyy10.pl,x2,y,5.23
exp_cycles_indvary2_step4_batch_yyy04.pl,p3,y,5.91
exp_cycles_indvary2_step4_batch_yyy04.pl,p2,y,5.31
exp_cycles_indvary2_step4_batch_yyy04.pl,v1,y,5.77
exp_cycles_indvary2_step4_batch_yyy04.pl,y1,y,6.11
exp_cycles_indvary2_step4_batch_yyy04.pl,q2,y,5.17
exp_cycles_indvary2_step4_batch_yyy04.pl,c3,n,5.90
exp_cycles_indvary2_step4_batch_yyy04.pl,x2,y,6.07
exp_cycles_indvary2_step4_batch_yyy04.pl,s1,y,6.05
exp_cycles_indvary2_step4_batch_yyy04.pl,z2,y,6.12
exp_cycles_indvary2_step4_batch_yyy04.pl,r1,n,4.64
exp_acyclic_depvary_step4_batch_yyy04.pl,r1,y,5.40
exp_acyclic_depvary_step4_batch_yyy04.pl,a3,y,4.93
exp_acyclic_depvary_step4_batch_yyy04.pl,c1,n,5.31
exp_acyclic_depvary_step4_batch_yyy04.pl,d2,y,4.03
exp_acyclic_depvary_step4_batch_yyy04.pl,s1,y,5.99
exp_acyclic_depvary_step4_batch_yyy04.pl,p1,y,4.92
exp_acyclic_depvary_step4_batch_yyy04.pl,y2,n,6.46
exp_acyclic_depvary_step4_batch_yyy04.pl,u2,n,4.31
exp_acyclic_depvary_step4_batch_yyy04.pl,z2,y,6.02
exp_acyclic_depvary_step4_batch_yyy04.pl,e1,y,4.30
exp_cycles_depvary_step10_batch_yyy04.pl,e1,y,6.28
exp_cycles_depvary_step10_batch_yyy04.pl,y3,n,7.86
exp_cycles_depvary_step10_batch_yyy04.pl,w4,n,7.31
exp_cycles_depvary_step10_batch_yyy04.pl,s1,n,8.83
exp_cycles_depvary_step10_batch_yyy04.pl,v2,n,4.51
exp_cycles_depvary_step10_batch_yyy04.pl,e5,y,7.33
exp_cycles_depvary_step10_batch_yyy04.pl,d5,y,9.56
exp_cycles_depvary_step10_batch_yyy04.pl,z4,n,6.57
exp_cycles_depvary_step10_batch_yyy04.pl,z3,y,10.20
exp_cycles_depvary_step10_batch_yyy04.pl,a3,y,5.00
exp_cycles_indvary2_step8_batch_yyy02.pl,q1,y,6.81
exp_cycles_indvary2_step8_batch_yyy02.pl,u2,y,6.21
exp_cycles_indvary2_step8_batch_yyy02.pl,z2,y,6.14
exp_cycles_indvary2_step8_batch_yyy02.pl,r1,y,6.34
exp_cycles_indvary2_step8_batch_yyy02.pl,f2,y,5.81
exp_cycles_indvary2_step8_batch_yyy02.pl,q3,y,6.55
exp_cycles_indvary2_step8_batch_yyy02.pl,e2,y,6.28
exp_cycles_indvary2_step8_batch_yyy02.pl,y2,n,5.08
exp_cycles_indvary2_step8_batch_yyy02.pl,c1,n,7.17
exp_cycles_indvary2_step8_batch_yyy02.pl,x2,y,5.29
exp_cycles_indvary1_step4_batch_yyy10.pl,r3,y,5.19
exp_cycles_indvary1_step4_batch_yyy10.pl,w1,y,4.64
exp_cycles_indvary1_step4_batch_yyy10.pl,v1,n,3.94
exp_cycles_indvary1_step4_batch_yyy10.pl,y2,n,3.98
exp_cycles_indvary1_step4_batch_yyy10.pl,u2,n,4.26
exp_cycles_indvary1_step4_batch_yyy10.pl,w3,n,4.52
exp_cycles_indvary1_step4_batch_yyy10.pl,z2,n,5.25
exp_cycles_indvary1_step4_batch_yyy10.pl,u3,n,3.86
exp_cycles_indvary1_step4_batch_yyy10.pl,b2,y,5.56
exp_cycles_indvary1_step4_batch_yyy10.pl,z1,y,5.01
exp_acyclic_indvary3_step6_batch_yyy08.pl,z1,n,5.82
exp_acyclic_indvary3_step6_batch_yyy08.pl,b2,y,5.46
exp_acyclic_indvary3_step6_batch_yyy08.pl,p3,n,5.45
exp_acyclic_indvary3_step6_batch_yyy08.pl,q4,n,5.10
exp_acyclic_indvary3_step6_batch_yyy08.pl,c2,y,4.72
exp_acyclic_indvary3_step6_batch_yyy08.pl,u1,n,3.62
exp_acyclic_indvary3_step6_batch_yyy08.pl,s2,n,3.55
exp_acyclic_indvary3_step6_batch_yyy08.pl,y1,n,5.31
exp_acyclic_indvary3_step6_batch_yyy08.pl,r3,n,4.61
exp_acyclic_indvary3_step6_batch_yyy08.pl,v2,n,4.08
exp_acyclic_depvary_step5_batch_yyy05.pl,p1,n,4.14
exp_acyclic_depvary_step5_batch_yyy05.pl,y1,n,3.46
exp_acyclic_depvary_step5_batch_yyy05.pl,q3,n,4.00
exp_acyclic_depvary_step5_batch_yyy05.pl,z1,n,6.95
exp_acyclic_depvary_step5_batch_yyy05.pl,e2,y,4.53
exp_acyclic_depvary_step5_batch_yyy05.pl,q2,n,5.62
exp_acyclic_depvary_step5_batch_yyy05.pl,t2,n,6.34
exp_acyclic_depvary_step5_batch_yyy05.pl,v2,n,5.66
exp_acyclic_depvary_step5_batch_yyy05.pl,b3,n,4.62
exp_acyclic_depvary_step5_batch_yyy05.pl,s2,n,6.18
exp_acyclic_indvary1_step5_batch_yyy06.pl,t2,n,3.75
exp_acyclic_indvary1_step5_batch_yyy06.pl,x4,y,6.10
exp_acyclic_indvary1_step5_batch_yyy06.pl,r3,n,4.93
exp_acyclic_indvary1_step5_batch_yyy06.pl,b2,y,4.14
exp_acyclic_indvary1_step5_batch_yyy06.pl,y2,n,3.91
exp_acyclic_indvary1_step5_batch_yyy06.pl,x3,n,3.93
exp_acyclic_indvary1_step5_batch_yyy06.pl,b3,y,4.41
exp_acyclic_indvary1_step5_batch_yyy06.pl,t1,n,4.47
exp_acyclic_indvary1_step5_batch_yyy06.pl,v3,n,4.46
exp_acyclic_indvary1_step5_batch_yyy06.pl,u1,y,4.87
exp_acyclic_indvary3_step4_batch_yyy02.pl,q3,n,5.92
exp_acyclic_indvary3_step4_batch_yyy02.pl,a2,y,5.08
exp_acyclic_indvary3_step4_batch_yyy02.pl,w2,n,3.63
exp_acyclic_indvary3_step4_batch_yyy02.pl,y1,n,4.34
exp_acyclic_indvary3_step4_batch_yyy02.pl,b2,y,5.01
exp_acyclic_indvary3_step4_batch_yyy02.pl,u1,n,4.26
exp_acyclic_indvary3_step4_batch_yyy02.pl,s1,n,3.89
exp_acyclic_indvary3_step4_batch_yyy02.pl,t2,n,4.85
exp_acyclic_indvary3_step4_batch_yyy02.pl,y3,n,5.39
exp_acyclic_indvary3_step4_batch_yyy02.pl,u2,n,4.13
exp_acyclic_indvary3_step1_batch_yyy05.pl,p2,n,3.68
exp_acyclic_indvary3_step1_batch_yyy05.pl,f2,n,5.76
exp_acyclic_indvary3_step1_batch_yyy05.pl,p4,n,4.05
exp_acyclic_indvary3_step1_batch_yyy05.pl,r3,n,3.80
exp_acyclic_indvary3_step1_batch_yyy05.pl,e1,n,4.94
exp_acyclic_indvary3_step1_batch_yyy05.pl,p1,y,5.76
exp_acyclic_indvary3_step1_batch_yyy05.pl,e2,y,4.61
exp_acyclic_indvary3_step1_batch_yyy05.pl,w1,y,5.17
exp_acyclic_indvary3_step1_batch_yyy05.pl,a3,y,4.37
exp_acyclic_indvary3_step1_batch_yyy05.pl,y3,y,4.26
exp_cycles_indvary2_step7_batch_yyy02.pl,b1,y,4.09
exp_cycles_indvary2_step7_batch_yyy02.pl,v2,n,4.79
exp_cycles_indvary2_step7_batch_yyy02.pl,f1,n,8.45
exp_cycles_indvary2_step7_batch_yyy02.pl,t2,y,6.12
exp_cycles_indvary2_step7_batch_yyy02.pl,y2,y,6.67
exp_cycles_indvary2_step7_batch_yyy02.pl,x2,y,5.56
exp_cycles_indvary2_step7_batch_yyy02.pl,d2,n,8.88
exp_cycles_indvary2_step7_batch_yyy02.pl,r2,y,5.57
exp_cycles_indvary2_step7_batch_yyy02.pl,a1,y,7.00
exp_cycles_indvary2_step7_batch_yyy02.pl,q1,y,7.03
exp_cycles_depvary_step1_batch_yyy06.pl,c1,n,4.44
exp_cycles_depvary_step1_batch_yyy06.pl,t1,y,4.71
exp_cycles_depvary_step1_batch_yyy06.pl,e1,n,5.05
exp_cycles_depvary_step1_batch_yyy06.pl,d1,n,4.23
exp_cycles_depvary_step1_batch_yyy06.pl,b1,n,3.79
exp_cycles_depvary_step1_batch_yyy06.pl,w1,n,4.11
exp_cycles_depvary_step1_batch_yyy06.pl,p1,y,4.16
exp_cycles_depvary_step1_batch_yyy06.pl,y1,n,4.70
exp_cycles_depvary_step1_batch_yyy06.pl,s1,n,5.23
exp_cycles_depvary_step1_batch_yyy06.pl,q1,y,3.65
exp_cycles_indvary1_step1_batch_yyy10.pl,d2,n,4.73
exp_cycles_indvary1_step1_batch_yyy10.pl,b3,y,4.46
exp_cycles_indvary1_step1_batch_yyy10.pl,c2,n,4.34
exp_cycles_indvary1_step1_batch_yyy10.pl,f2,n,4.73
exp_cycles_indvary1_step1_batch_yyy10.pl,s1,y,4.29
exp_cycles_indvary1_step1_batch_yyy10.pl,b2,n,4.19
exp_cycles_indvary1_step1_batch_yyy10.pl,c1,y,4.67
exp_cycles_indvary1_step1_batch_yyy10.pl,t1,y,3.78
exp_cycles_indvary1_step1_batch_yyy10.pl,a1,y,5.79
exp_cycles_indvary1_step1_batch_yyy10.pl,a2,n,4.33
exp_cycles_indvary1_step3_batch_yyy10.pl,e2,n,6.31
exp_cycles_indvary1_step3_batch_yyy10.pl,b1,y,5.70
exp_cycles_indvary1_step3_batch_yyy10.pl,a3,y,4.33
exp_cycles_indvary1_step3_batch_yyy10.pl,t1,y,4.76
exp_cycles_indvary1_step3_batch_yyy10.pl,e1,y,5.95
exp_cycles_indvary1_step3_batch_yyy10.pl,y1,n,4.88
exp_cycles_indvary1_step3_batch_yyy10.pl,q3,n,6.66
exp_cycles_indvary1_step3_batch_yyy10.pl,a2,n,6.00
exp_cycles_indvary1_step3_batch_yyy10.pl,q1,n,4.34
exp_cycles_indvary1_step3_batch_yyy10.pl,r3,n,4.46
exp_acyclic_indvary1_step1_batch_yyy02.pl,e2,y,4.49
exp_acyclic_indvary1_step1_batch_yyy02.pl,q1,y,5.11
exp_acyclic_indvary1_step1_batch_yyy02.pl,a2,y,5.13
exp_acyclic_indvary1_step1_batch_yyy02.pl,f1,y,3.92
exp_acyclic_indvary1_step1_batch_yyy02.pl,b3,y,3.96
exp_acyclic_indvary1_step1_batch_yyy02.pl,p1,y,3.59
exp_acyclic_indvary1_step1_batch_yyy02.pl,r1,y,3.34
exp_acyclic_indvary1_step1_batch_yyy02.pl,a1,y,4.35
exp_acyclic_indvary1_step1_batch_yyy02.pl,c1,y,4.99
exp_acyclic_indvary1_step1_batch_yyy02.pl,e1,y,4.56
exp_cycles_depvary_step1_batch_yyy09.pl,w1,y,4.08
exp_cycles_depvary_step1_batch_yyy09.pl,p1,y,4.06
exp_cycles_depvary_step1_batch_yyy09.pl,b1,n,4.10
exp_cycles_depvary_step1_batch_yyy09.pl,t1,n,4.01
exp_cycles_depvary_step1_batch_yyy09.pl,f1,n,3.99
exp_cycles_depvary_step1_batch_yyy09.pl,a1,y,3.50
exp_cycles_depvary_step1_batch_yyy09.pl,x1,y,4.31
exp_cycles_depvary_step1_batch_yyy09.pl,d1,n,5.17
exp_cycles_depvary_step1_batch_yyy09.pl,s1,y,3.99
exp_cycles_depvary_step1_batch_yyy09.pl,e1,y,3.42
exp_cycles_indvary2_step6_batch_yyy01.pl,r2,y,6.47
exp_cycles_indvary2_step6_batch_yyy01.pl,u1,y,6.33
exp_cycles_indvary2_step6_batch_yyy01.pl,p2,y,5.24
exp_cycles_indvary2_step6_batch_yyy01.pl,s2,y,6.16
exp_cycles_indvary2_step6_batch_yyy01.pl,q1,y,7.02
exp_cycles_indvary2_step6_batch_yyy01.pl,f2,n,7.02
exp_cycles_indvary2_step6_batch_yyy01.pl,x2,n,5.08
exp_cycles_indvary2_step6_batch_yyy01.pl,a2,n,7.16
exp_cycles_indvary2_step6_batch_yyy01.pl,d1,n,6.24
exp_cycles_indvary2_step6_batch_yyy01.pl,w1,y,7.03
exp_acyclic_indvary1_step8_batch_yyy10.pl,t1,n,4.37
exp_acyclic_indvary1_step8_batch_yyy10.pl,u3,y,4.48
exp_acyclic_indvary1_step8_batch_yyy10.pl,x6,n,4.21
exp_acyclic_indvary1_step8_batch_yyy10.pl,q3,n,4.17
exp_acyclic_indvary1_step8_batch_yyy10.pl,f2,n,4.61
exp_acyclic_indvary1_step8_batch_yyy10.pl,r6,n,4.44
exp_acyclic_indvary1_step8_batch_yyy10.pl,z6,y,4.92
exp_acyclic_indvary1_step8_batch_yyy10.pl,s7,n,3.60
exp_acyclic_indvary1_step8_batch_yyy10.pl,t5,n,4.49
exp_acyclic_indvary1_step8_batch_yyy10.pl,w5,n,4.76
exp_acyclic_indvary3_step1_batch_yyy09.pl,v3,n,5.09
exp_acyclic_indvary3_step1_batch_yyy09.pl,u1,y,5.01
exp_acyclic_indvary3_step1_batch_yyy09.pl,z1,y,5.41
exp_acyclic_indvary3_step1_batch_yyy09.pl,y1,n,5.09
exp_acyclic_indvary3_step1_batch_yyy09.pl,e2,n,5.46
exp_acyclic_indvary3_step1_batch_yyy09.pl,u3,y,4.32
exp_acyclic_indvary3_step1_batch_yyy09.pl,r3,y,5.13
exp_acyclic_indvary3_step1_batch_yyy09.pl,v1,y,5.76
exp_acyclic_indvary3_step1_batch_yyy09.pl,b1,y,3.93
exp_acyclic_indvary3_step1_batch_yyy09.pl,b3,y,3.66
exp_cycles_indvary1_step8_batch_yyy10.pl,z5,n,3.97
exp_cycles_indvary1_step8_batch_yyy10.pl,y1,y,5.12
exp_cycles_indvary1_step8_batch_yyy10.pl,w6,n,4.42
exp_cycles_indvary1_step8_batch_yyy10.pl,e1,y,5.32
exp_cycles_indvary1_step8_batch_yyy10.pl,s2,y,4.68
exp_cycles_indvary1_step8_batch_yyy10.pl,q6,y,5.30
exp_cycles_indvary1_step8_batch_yyy10.pl,r4,n,4.37
exp_cycles_indvary1_step8_batch_yyy10.pl,t2,n,4.00
exp_cycles_indvary1_step8_batch_yyy10.pl,t6,n,3.75
exp_cycles_indvary1_step8_batch_yyy10.pl,q5,n,4.74
exp_acyclic_depvary_step8_batch_yyy04.pl,s1,n,7.23
exp_acyclic_depvary_step8_batch_yyy04.pl,d2,n,20.98
exp_acyclic_depvary_step8_batch_yyy04.pl,b2,y,6.15
exp_acyclic_depvary_step8_batch_yyy04.pl,z1,y,5.11
exp_acyclic_depvary_step8_batch_yyy04.pl,p4,n,5.17
exp_acyclic_depvary_step8_batch_yyy04.pl,q2,y,5.93
exp_acyclic_depvary_step8_batch_yyy04.pl,z4,n,4.28
exp_acyclic_depvary_step8_batch_yyy04.pl,v3,n,4.46
exp_acyclic_depvary_step8_batch_yyy04.pl,y1,n,8.30
exp_acyclic_depvary_step8_batch_yyy04.pl,c5,y,5.05
exp_cycles_indvary1_step1_batch_yyy09.pl,t1,y,4.28
exp_cycles_indvary1_step1_batch_yyy09.pl,c3,n,3.88
exp_cycles_indvary1_step1_batch_yyy09.pl,e1,n,4.64
exp_cycles_indvary1_step1_batch_yyy09.pl,c2,n,4.37
exp_cycles_indvary1_step1_batch_yyy09.pl,e2,y,4.70
exp_cycles_indvary1_step1_batch_yyy09.pl,r1,y,3.97
exp_cycles_indvary1_step1_batch_yyy09.pl,a3,n,4.48
exp_cycles_indvary1_step1_batch_yyy09.pl,d1,y,4.18
exp_cycles_indvary1_step1_batch_yyy09.pl,b2,y,4.26
exp_cycles_indvary1_step1_batch_yyy09.pl,a2,n,4.68
exp_cycles_indvary1_step4_batch_yyy01.pl,z2,n,3.66
exp_cycles_indvary1_step4_batch_yyy01.pl,t1,y,4.94
exp_cycles_indvary1_step4_batch_yyy01.pl,b2,y,3.71
exp_cycles_indvary1_step4_batch_yyy01.pl,v3,y,4.87
exp_cycles_indvary1_step4_batch_yyy01.pl,q4,n,3.68
exp_cycles_indvary1_step4_batch_yyy01.pl,u2,n,4.44
exp_cycles_indvary1_step4_batch_yyy01.pl,y1,n,4.99
exp_cycles_indvary1_step4_batch_yyy01.pl,p2,n,3.72
exp_cycles_indvary1_step4_batch_yyy01.pl,b3,y,3.70
